TANGGAL,TN,TX,TAVG,RH_AVG,RR,SS,FF_X,DDD_X,FF_AVG,DDD_CAR
14-07-2023,24.5,33.3,28.5,70,0,6.1,4,330,2,SE
15-07-2023,22.8,33.4,27.6,72,0,5,5,320,2,W 
16-07-2023,23.5,33.8,28.3,70,9999,9.5,5,310,2,E 
17-07-2023,22.4,34.2,27.5,66,0,8,6,80,3,E 
18-07-2023,22.2,34.2,27.5,69,0,11,6,100,3,E 
19-07-2023,22.8,34.2,27.5,66,0,9,6,70,2,E 
20-07-2023,21.3,34.4,27.3,61,9999,5.9,5,100,3,E 
21-07-2023,22.4,33.2,27.8,66,0,10.6,4,330,2,NW
22-07-2023,22.3,34.2,27.3,64,9999,10,6,70,3,E 
23-07-2023,23,33.4,28.1,71,9999,10.6,5,320,3,E 
24-07-2023,24.4,32.8,27.6,70,1.7,7,5,70,3,E 
25-07-2023,24.4,33.6,28,73,9999,8.7,8,90,3,E 
26-07-2023,24,34,27.9,66,9999,8.7,6,300,3,E 
27-07-2023,22.3,33.6,27,58,0,9.7,6,330,2,SE
28-07-2023,22.4,33.2,27.3,66,0,11,6,100,3,E 
29-07-2023,22.7,34.3,27.3,66,9999,9.6,6,70,3,E 
30-07-2023,23.2,34.8,27.6,63,0,10.1,7,80,3,E 
31-07-2023,23,34,27.7,64,9999,10,7,9999,4,E 
01-08-2023,24,34.2,29.5,55,0,10,9,110,4,E 
02-08-2023,26.4,34.8,29.6,66,9999,10.6,7,90,4,E 
03-08-2023,25.2,34,28.9,69,9999,8,6,80,3,E 
04-08-2023,24.4,35,28.5,68,9999,9.2,5,100,3,E 
05-08-2023,23.5,34.6,28.5,64,0,9.2,6,340,2,E 
06-08-2023,24.5,33.9,29,68,0,10.2,6,240,2,S 
07-08-2023,9999,34.6,28.6,67,9999,10,6,300,3,E 
08-08-2023,23.4,33,27.6,73,41.2,10.4,6,90,4,E 
09-08-2023,9999,33.2,27.6,67,8888,10.3,6,320,3,E 
10-08-2023,24.2,32.2,28,70,9999,10.5,6,300,3,E 
11-08-2023,21,33.2,26.8,66,0,10,7,290,3,SE
12-08-2023,21.5,34.3,27.1,58,0,10.7,7,310,3,E 
13-08-2023,23,33.8,28,64,0,9.5,7,80,3,E 
14-08-2023,23.9,34.2,28.1,62,9999,10.4,8,310,3,E 
15-08-2023,23.7,34.4,27.6,68,0,10.4,6,300,3,E 
16-08-2023,23.4,33.6,27.7,64,9999,9.5,7,310,3,NW
17-08-2023,23,33.6,27.8,64,0,10.3,6,130,2,SE
18-08-2023,23.3,33.2,28,64,0,9.8,6,320,2,SE
19-08-2023,23.8,34.4,27.9,63,0,8.9,7,190,3,E 
20-08-2023,24,34.6,29.9,60,8888,10.3,7,100,4,E 
21-08-2023,24.2,34.9,28.5,62,0,9.7,5,70,3,E 
22-08-2023,24.6,34.6,28.7,62,0,10.2,6,270,3,E 
23-08-2023,23.2,34.6,28,66,0,9.5,6,300,3,E 
24-08-2023,24,35.3,28.7,62,0,10.1,8,100,4,E 
25-08-2023,24.5,34.6,28.9,65,0,10.4,8,310,3,E 
26-08-2023,24.8,33.3,28.4,68,9999,10.3,7,320,3,E 
27-08-2023,25,33.5,28.5,65,0,9.8,6,310,3,E 
28-08-2023,23,34.1,28,62,9999,9.5,8,320,4,E 
29-08-2023,23,35,28.8,62,0,10.3,7,90,3,E 
30-08-2023,24.4,34.8,28.5,60,0,10.7,8,320,3,E 
31-08-2023,24.5,33.9,29.1,63,0,10.7,6,300,3,NW
01-09-2023,23.4,33.8,27.9,68,9999,10.3,6,330,3,NW
02-09-2023,23.2,33.8,27.6,60,0,10.7,7,100,3,E 
03-09-2023,23.2,34.4,28.6,51,0,9.2,7,110,3,E 
04-09-2023,22.6,35,27.8,57,0,10,7,330,3,E 
05-09-2023,23.2,35.4,29,54,0,10.2,6,50,3,E 
06-09-2023,23.3,33.4,27.9,63,0,10.3,6,310,3,NW
07-09-2023,24,34,28.5,64,9999,9.4,5,300,2,NW
08-09-2023,22.9,34.6,28.6,62,0,9.9,6,330,2,E 
09-09-2023,23.3,34.8,28.5,56,0,9,7,310,3,E 
10-09-2023,23.3,35.2,28.5,60,0,10.8,7,290,3,E 
11-09-2023,24.4,36.2,29.7,54,8888,10.3,8,90,3,E 
12-09-2023,24.4,36.8,30,61,0,10,7,290,3,E 
13-09-2023,25,34.7,29.3,60,0,10.5,6,340,3,NW
14-09-2023,26.6,35.2,30.1,56,0,9.6,7,310,2,E 
15-09-2023,24.2,35.8,28.9,62,4.5,8.3,7,70,3,E 
16-09-2023,23.8,34.2,29.2,68,3.5,10.2,8,330,3,E 
17-09-2023,26,35.2,29.3,64,0,10.2,7,310,3,E 
18-09-2023,25.8,35,29.8,59,1,4.8,8,310,3,NW
19-09-2023,24.2,35,28.8,64,0,6.7,6,320,3,NW
20-09-2023,24.2,35.4,29.3,63,0.2,9.5,8,340,3,NW
21-09-2023,24.6,36.4,29.5,58,0,10,6,100,2,C 
22-09-2023,23.6,36.6,29,60,0,10.4,7,310,2,SE
23-09-2023,24.3,34.4,29,54,0,10.7,6,350,3,NW
24-09-2023,24.4,36.4,29.8,56,0,10.5,8,320,3,E 
25-09-2023,25.4,37.2,30.3,58,9999,10.5,8,60,3,E 
26-09-2023,23.6,37.1,29.8,52,0,9.5,9,60,3,E 
27-09-2023,23.6,36.8,29.9,57,0,11,8,70,3,E 
28-09-2023,24,36.4,29.9,61,0,10.5,7,320,3,E 
29-09-2023,23.8,36.7,29.8,63,0,10.9,7,300,3,E 
30-09-2023,24.8,36.5,29.7,64,0,10.3,8,310,3,NW
01-10-2023,24.8,35.2,29.2,60,9999,10.3,8,320,3,NW
02-10-2023,25.3,36.6,30,56,0,10.4,10,80,3,E 
03-10-2023,25,34.6,29.4,60,0,8.3,7,310,3,NW
04-10-2023,26.7,36.3,30.8,59,0,9.8,7,330,3,E 
05-10-2023,26,35,29.5,68,0,10.8,7,340,3,E 
06-10-2023,25.5,37.8,30.7,58,0,10.8,7,330,3,E 
07-10-2023,26.2,36.4,30.1,62,9999,10.6,8,310,3,SE
08-10-2023,26,37.3,31,54,0.2,9.7,8,90,4,E 
09-10-2023,26.5,35.6,30.2,62,0,10,9,340,3,SW
10-10-2023,26.6,35.2,30,68,0,10,9,340,3,W 
11-10-2023,26.6,35,30,68,8888,9.8,7,320,3,E 
12-10-2023,25.8,37.4,30.7,57,9999,9.4,9,80,3,E 
13-10-2023,26.1,34.4,30.1,62,0,9.5,8,340,3,N 
14-10-2023,24.7,36.8,29.9,70,15.5,9.7,5,90,3,E 
15-10-2023,26.3,37.2,32.1,47,8888,10,8,80,4,E 
16-10-2023,26.3,36.2,31.4,61,0,10.7,8,320,3,E 
17-10-2023,26.2,37.8,32.1,48,0,10.4,9,80,3,E 
18-10-2023,24.8,37.8,30.3,56,0,10.7,7,80,3,E 
19-10-2023,25.8,34.2,30.4,61,9999,11,8,330,3,NW
20-10-2023,26.5,37.2,31.2,58,8888,10.7,8,330,3,E 
21-10-2023,26.4,33.1,30,67,0,9.2,6,300,3,NW
22-10-2023,26,35.2,30.4,68,0,8.8,7,310,3,NW
23-10-2023,26.8,35.6,26.5,87,15,8,4,350,1,E 
24-10-2023,27.4,33.5,29.6,66,8888,6.7,7,300,3,NW
25-10-2023,23.8,35.4,29.7,68,6,8.2,8,340,3,NW
26-10-2023,24.8,34.8,29.5,69,6.6,10,6,310,3,NW
27-10-2023,26,37.6,31.3,59,0,11,6,310,3,E 
28-10-2023,25.6,38.1,30.7,58,0,10.6,7,70,2,S 
29-10-2023,25.7,37.5,31,56,0,11.1,7,50,2,NW
30-10-2023,26,36.2,30.7,61,0,11.2,7,320,3,NW
31-10-2023,26.5,36.5,30.4,66,9999,10.3,6,20,3,E 
01-11-2023,26.5,36.4,30.5,66,0,9,7,320,2,C 
02-11-2023,27,35.8,30.9,60,0,7,8,310,3,NW
03-11-2023,26.9,36.2,29.6,70,8888,10,6,320,3,E 
04-11-2023,24.9,33.5,28.7,78,2,10,6,350,3,E 
05-11-2023,26.3,35.4,30.2,69,1.5,6.4,6,320,3,E 
06-11-2023,26.2,34.4,30.4,68,9999,6.2,7,300,2,NW
07-11-2023,26.5,35.6,30.6,64,0,10.3,7,320,2,NW
08-11-2023,27,35.1,30.6,66,0,10,7,310,3,NW
09-11-2023,26.6,34.8,29.2,69,0,10.8,6,290,3,E 
10-11-2023,25.6,34.2,29.3,74,4,8.3,5,320,2,NW
11-11-2023,26.3,35.5,29.3,73,2.6,8.3,6,290,2,C 
12-11-2023,25.8,35.8,30,69,5.5,9.2,7,360,3,E 
13-11-2023,26,35,30,72,3.3,10,5,90,3,E 
14-11-2023,26.6,35.7,29.5,74,1,8.3,6,110,3,E 
15-11-2023,25.4,33.7,30.1,73,14.6,5.3,5,300,2,NW
16-11-2023,26.3,34,29.6,76,8888,10.2,5,290,2,W 
17-11-2023,26.6,33.9,29.9,71,19.4,6.5,5,330,2,NW
18-11-2023,26,34.9,30.4,65,9999,8,6,300,2,SW
19-11-2023,26,35.1,30.3,64,0,10.3,6,310,2,W 
20-11-2023,26.6,34.5,29.6,72,0,10,7,310,4,NW
21-11-2023,25.4,35.2,29.9,72,20.2,10.9,7,330,3,E 
22-11-2023,25.6,37,29.9,70,3,10,5,130,2,E 
23-11-2023,24.4,32.4,28.5,81,25.6,10.1,5,320,2,NW
24-11-2023,26.4,34.7,28,82,0.5,0,6,290,2,SE
25-11-2023,24.7,31.6,27.6,81,28.8,6.7,6,340,2,SE
26-11-2023,25,32.4,28.8,72,8888,0.7,5,300,2,C 
27-11-2023,24.9,32.6,28.3,77,0,6.9,6,290,3,NW
28-11-2023,24,30.8,27.5,84,25,5.3,4,80,2,E 
29-11-2023,25.1,33.5,28.8,75,8888,2.2,5,330,2,C 
30-11-2023,25.9,34.8,29.3,74,20.5,3.8,7,340,2,E 
01-12-2023,9999,9999,9999,91,0.2,7.6,5,310,2,S 
02-12-2023,24,31.4,27.8,81,33,0,4,280,2,SE
03-12-2023,24.2,34.5,27.9,83,2.7,5.8,5,320,2,C 
04-12-2023,24.3,33.1,27.6,82,54.8,8,7,300,2,E 
05-12-2023,24.4,32.4,28.3,80,4.5,3.8,4,310,2,E 
06-12-2023,24.4,32.2,29.1,77,4.4,7.8,5,310,2,S 
07-12-2023,26.5,32.6,28.8,80,0,5.5,6,300,2,W 
08-12-2023,26,32.8,28.9,76,0.8,6,6,310,2,E 
09-12-2023,26.2,32.2,29.2,74,0,7.5,5,340,2,W 
10-12-2023,26.4,31.3,27.7,82,0,4.7,4,330,2,SE
11-12-2023,25.7,34,29.6,70,1.5,1.2,5,290,2,NW
12-12-2023,25.2,33.4,30.1,66,9999,10.5,6,300,3,NW
13-12-2023,26.1,33.5,29.4,72,0,11.8,6,300,2,NW
14-12-2023,27,33.2,30,70,8888,9,5,310,2,NW
15-12-2023,26.5,32.9,29.8,70,0,7.6,5,350,2,NW
16-12-2023,26.6,33.2,30,72,0,8.9,5,320,2,NW
17-12-2023,26.5,33.4,29.8,68,0,10.9,6,310,2,S 
18-12-2023,26,33.6,29.9,68,0,9.5,5,320,2,NW
19-12-2023,26,33.7,29.5,66,9999,8.3,5,300,2,NW
20-12-2023,25.5,33.8,29.5,64,0,8.8,6,290,2,SE
21-12-2023,25.2,33.2,29.6,67,0,10,7,340,3,NW
22-12-2023,25.2,33.8,29.9,69,0,11.2,6,300,2,NW
23-12-2023,25.8,35.4,30.6,66,10,10.5,6,330,3,NW
24-12-2023,26.1,33.1,29.9,72,0,11.2,6,300,2,NW
25-12-2023,26,31.7,27.6,80,6.4,9.3,6,220,2,S 
26-12-2023,25,32.8,28.8,75,0.5,1.5,5,320,2,NW
27-12-2023,25.9,33.8,29.8,72,2.1,3.6,7,340,3,NW
28-12-2023,26.4,35.7,29.4,76,9999,7,6,10,2,C 
29-12-2023,26.2,35,29.3,77,16.7,7,7,310,2,C 
30-12-2023,24.2,32.9,29.2,76,114.4,9.3,6,310,2,NW
31-12-2023,23.6,33,28.6,80,0,7.2,5,290,2,SE
01-01-2024,25.4,34,29,80,7,10.1,5,310,2,NW
02-01-2024,25.5,33.2,28.7,82,17.9,8.9,5,310,2,NW
03-01-2024,25.6,32.2,28.4,82,8,4,5,360,2,E 
04-01-2024,25.6,33.8,28.5,78,0.9,3.9,7,360,2,C 
05-01-2024,25.6,33.4,28.8,75,0.3,6.8,6,320,3,E 
06-01-2024,25.3,33.8,28.5,76,0,6.5,6,30,2,E 
07-01-2024,25.4,31.3,27.9,85,8888,5.6,6,310,2,NW
08-01-2024,25.5,31.3,28.3,82,2.2,2,6,300,2,SE
09-01-2024,25.8,32.4,28.4,81,2.4,3,5,330,2,NW
10-01-2024,26.3,32.6,29.3,78,0.7,7.6,6,310,2,NW
11-01-2024,27,32.3,27.1,87,0,5.3,5,320,2,SE
12-01-2024,24.6,32.1,28.9,77,16.4,4.6,4,320,2,NW
13-01-2024,24.9,32.5,29.5,71,0,6.8,6,300,2,SW
14-01-2024,25.4,32.6,29.5,72,0,10.5,5,320,2,NW
15-01-2024,26.4,32.4,29,76,9999,7.4,5,300,2,NW
16-01-2024,26.3,32.4,28.6,81,0.2,1,5,310,2,NW
17-01-2024,25.7,32,27.1,88,19.9,8.7,5,310,2,C 
18-01-2024,25.2,30.8,27.9,83,9.6,1.5,4,300,2,E 
19-01-2024,24.9,30.5,26.6,89,22.4,1.8,5,290,2,SE
20-01-2024,24.8,32.4,28.8,77,12.9,3.3,4,360,2,S 
21-01-2024,25.5,32.4,28.8,74,2.9,7.3,6,310,2,NW
22-01-2024,26.2,32.2,27.7,84,0,3.8,6,290,2,E 
23-01-2024,25.4,31.6,27.5,79,2.8,1,5,270,2,S 
24-01-2024,24.8,32.8,27.3,83,2.2,1.3,7,290,3,S 
25-01-2024,24.5,32.4,28,81,12.2,6.7,7,300,3,SE
26-01-2024,24.4,33,28.5,81,2.5,8.8,8,300,3,NW
27-01-2024,25.4,32.8,28.1,82,28,9.5,9,290,3,W 
28-01-2024,25.6,30.6,27.7,84,18.8,8.2,5,280,2,W 
29-01-2024,25,31.3,28.1,82,6.9,3.4,8,300,3,W 
30-01-2024,25.1,32.4,27.3,86,0.2,6.2,7,300,2,C 
31-01-2024,24.8,31.6,27.8,82,6.3,3.5,7,310,3,W 
01-02-2024,24.6,32.6,27.9,81,8888,5.1,7,290,2,SW
02-02-2024,25,32,27.2,85,30.1,7.5,5,310,2,C 
03-02-2024,24.8,31.8,26.6,87,11.4,6.3,8,180,2,C 
04-02-2024,24,32,27,87,76.1,5.7,9,290,3,W 
05-02-2024,24.6,32.3,27.8,84,14.6,6.3,7,300,3,NW
06-02-2024,24.4,31.2,27.1,86,19.4,6.2,8,300,2,NW
07-02-2024,25.2,30.2,27.2,80,16.2,3.9,5,310,2,SE
08-02-2024,24.9,32.4,28,73,0,0,5,350,2,S 
09-02-2024,24.1,32.3,29.1,75,9999,6.4,6,300,2,SW
10-02-2024,24,30.6,27.4,84,8888,9,6,310,2,W 
11-02-2024,25.6,31.3,27.8,81,10.5,0,8,300,3,W 
12-02-2024,25.6,32.8,28.8,76,3.6,3,9,300,3,W 
13-02-2024,25.4,32.3,29.3,76,0,9,8,310,2,SE
14-02-2024,25.5,31.2,28.2,85,10,8,6,300,2,W 
15-02-2024,25.2,32.4,28.6,82,13.3,4,6,310,2,E 
16-02-2024,26,33.2,29.6,74,0.9,5.3,7,320,2,NW
17-02-2024,25.8,33,27.8,83,0,7.4,8,300,2,C 
18-02-2024,24.9,32.5,27.7,79,17.7,7.2,8,310,2,SE
19-02-2024,24.7,32.2,29.5,73,3.5,7,7,300,2,C 
20-02-2024,24.6,33.1,30.2,73,0,10.3,7,320,3,NW
21-02-2024,26.7,33.4,29.5,78,0,10.3,7,300,3,NW
22-02-2024,26.2,33.2,29,78,0,6.6,7,310,2,NW
23-02-2024,26.2,31.2,28.4,82,0.1,9.2,5,290,2,W 
24-02-2024,26.6,31.4,28.2,84,0.2,0,6,310,2,W 
25-02-2024,26,33.2,27.8,79,1.4,1.5,12,310,4,NW
26-02-2024,25.4,31.9,29.1,76,16,5.6,7,330,3,NW
27-02-2024,25.2,32.5,28.5,76,8888,10.3,7,320,2,S 
28-02-2024,25.6,30.9,28.3,81,0,5.7,8,300,3,NW
29-02-2024,26.2,33,29.8,76,0,3.5,7,310,3,W 
01-03-2024,27.4,33.3,29.6,73,0,10.4,7,310,2,W 
02-03-2024,27.1,32,28.8,78,0,5.8,11,300,3,NW
03-03-2024,26.5,33.2,29.1,77,0,3.8,9,300,4,NW
04-03-2024,26.2,31.7,29.1,79,0,6.3,4,340,2,NW
05-03-2024,26.6,32.8,29.4,80,0,4.8,7,330,3,E 
06-03-2024,26,32,29.3,79,32.7,9,5,310,2,C 
07-03-2024,27,32.8,29.7,79,0,6.4,6,330,2,NW
08-03-2024,26.4,33,28.7,82,8888,4.7,6,280,3,NW
09-03-2024,9999,9999,9999,94,3.2,6.2,11,300,2,SE
10-03-2024,24.2,31.2,27.2,84,45,0,7,280,2,NW
11-03-2024,24.6,31,27.4,86,5.1,2.2,8,300,3,W 
12-03-2024,23.8,30.8,27,88,53.4,1.4,8,280,4,W 
13-03-2024,24.7,28.8,25.8,94,36.8,0,9,300,4,W 
14-03-2024,25,30,26.2,90,196,0,8,310,3,W 
15-03-2024,24.8,32,28,78,37.5,0,9,280,4,W 
16-03-2024,25.2,32.6,28,82,0.5,5.4,9,290,4,W 
17-03-2024,25.5,30.9,27.4,84,12.3,5.8,7,290,3,W 
18-03-2024,24.8,31.4,27.9,81,11.8,3.8,6,290,2,W 
19-03-2024,24.4,31.8,28.3,78,0,3.7,6,310,2,NW
20-03-2024,24.2,32.4,29.4,73,0,7.1,6,300,3,NW
21-03-2024,25.8,32,28,78,8888,10.5,6,280,2,W 
22-03-2024,25.4,32,29.4,75,8888,2.3,6,300,3,NW
23-03-2024,26.4,33.5,29.8,76,0,9.7,6,360,3,E 
24-03-2024,26.4,33.4,29.7,74,0,7.5,7,10,3,NW
25-03-2024,26.5,33.2,29,78,1,9.4,5,340,3,SE
26-03-2024,26.2,34.4,29.2,75,8888,5.8,6,360,3,E 
27-03-2024,24.6,34.2,29.3,72,28.5,8.9,6,30,2,SE
28-03-2024,25.8,32,28.4,80,0.6,7,6,290,2,E 
29-03-2024,25,34.9,29.7,73,0,6.8,5,80,2,E 
30-03-2024,26.1,34.7,29.8,75,0,7.3,5,80,2,E 
31-03-2024,26.6,34.7,29.3,77,8888,7.2,4,300,2,W 
01-04-2024,25.8,33,27.7,84,4.4,5.7,7,300,3,E 
02-04-2024,24.6,33.7,28.9,80,49.5,8,6,310,3,E 
03-04-2024,26,34.8,29.4,78,6,8.5,6,160,3,SW
04-04-2024,25,33.5,30.1,72,35,8.4,4,330,2,NW
05-04-2024,27.3,32.8,30.7,71,0,9.2,5,310,3,NW
06-04-2024,24,32.2,28.9,78,96.6,0,5,340,2,NW
07-04-2024,25.2,33.2,29.3,75,0,5.7,7,310,2,NW
08-04-2024,24.8,32.4,29.2,80,43,9.7,6,320,3,NW
09-04-2024,26.1,30.8,28,82,9,7.5,6,280,2,S 
10-04-2024,25.3,32.4,29.2,77,0.5,1.2,5,340,2,E 
11-04-2024,26.2,32.6,28.1,83,0,8.5,4,40,2,E 
12-04-2024,25.6,34.1,28.6,77,23.3,5.1,5,90,3,E 
13-04-2024,25.4,33,29.7,76,0.2,8.6,5,330,2,NW
14-04-2024,25.8,34.2,29.5,74,0,8.9,6,70,3,E 
15-04-2024,26.8,33.2,29.7,79,0,9.4,7,70,3,NW
16-04-2024,27,35,30.3,76,4.7,8.2,5,90,2,E 
17-04-2024,26.9,34.8,29.1,75,18.1,10.3,6,100,3,E 
18-04-2024,26.4,34,28,80,3,7.9,5,60,3,E 
19-04-2024,24.5,33.5,29.1,76,10.7,6.1,6,90,3,E 
20-04-2024,25.8,35,30.4,72,0.1,8.3,5,70,2,E 
21-04-2024,26.9,33.8,28.9,80,8888,10.7,5,360,3,E 
22-04-2024,25.8,32.8,29,80,18.9,8.3,5,170,3,NW
23-04-2024,25.6,32.6,28.8,81,23.2,6.2,4,50,2,E 
24-04-2024,25.7,33.1,29.7,77,0,1.4,4,350,2,NW
25-04-2024,26.2,32.6,28.8,78,29.2,7.5,5,10,3,SE
26-04-2024,26.7,34.2,29.7,74,8888,2.1,7,80,3,E 
27-04-2024,27.4,34.2,29.5,77,8888,8.1,8,90,3,SE
28-04-2024,27,35.2,30.3,72,2.1,6.6,6,80,3,E 
29-04-2024,27,34.6,30.4,73,8888,7.8,7,130,3,E 
30-04-2024,26.6,34.2,30.5,71,0.5,10.2,5,100,3,E 
01-05-2024,27,34.4,30.7,68,9999,9.3,5,100,3,E 
02-05-2024,27,35.2,30,72,0,8,5,70,2,E 
03-05-2024,26.3,34.4,30.4,71,0.1,5.7,6,300,2,E 
04-05-2024,26.2,34,29.7,74,0,8.6,5,320,2,NW
05-05-2024,25.5,33.4,29.1,71,0,7.9,5,330,2,NW
06-05-2024,24.4,34.8,29.6,61,0,8,6,100,2,SE
07-05-2024,24.5,34.5,29.9,66,0,10.4,7,340,2,E 
08-05-2024,25.6,33.2,29.7,71,0,10.2,6,350,3,NW
09-05-2024,25.4,34.2,29.8,74,20.5,10.3,5,110,3,SE
10-05-2024,26.2,34.4,30.6,68,0.1,7.8,6,110,4,E 
11-05-2024,27.9,34.6,30.5,68,0,10.2,6,100,4,E 
12-05-2024,26.2,34.8,30.5,67,0,8.2,5,110,3,E 
13-05-2024,26,34.2,30.4,66,0,5.2,6,90,3,E 
14-05-2024,26.8,34.2,30.3,68,0,9.8,7,100,3,SE
15-05-2024,27.8,34,30.2,66,0,10,6,70,4,E 
16-05-2024,25.5,34.4,29.9,69,0,9.7,5,70,3,E 
17-05-2024,25.6,35.5,30.4,68,0,10.4,5,80,3,E 
18-05-2024,25.8,35,30.4,67,0,9.5,6,100,3,E 
19-05-2024,25.4,34.5,29.7,63,9999,9.5,6,90,3,E 
20-05-2024,24.8,34.6,30.1,64,0,9.9,6,80,3,E 
21-05-2024,24.6,34.4,30,68,0,9.9,5,50,3,E 
22-05-2024,25.4,34.2,30.2,69,0,9.7,5,90,3,E 
23-05-2024,26.9,34,29,76,0,7.2,5,10,3,SE
24-05-2024,25.6,34.1,30,70,41.4,7.7,5,110,3,E 
25-05-2024,26.7,33.5,28.5,77,0,6.8,5,90,2,E 
26-05-2024,25.8,33.9,29.6,73,16,4.6,4,70,2,E 
27-05-2024,25.7,34.6,30.4,69,0,7,5,100,2,E 
28-05-2024,26.1,34.2,30.1,69,0,10,5,70,3,SE
29-05-2024,25.6,34.4,30.2,70,8888,9.5,6,90,3,E 
30-05-2024,26.2,34.6,29.9,71,8888,10.2,6,60,2,E 
31-05-2024,25.9,35.1,30.5,68,0,8.2,5,120,2,E 
01-06-2024,26,34.8,30.2,72,7.5,9.7,8,60,3,E 
02-06-2024,26,33.1,28,85,20.2,9.9,7,70,2,E 
03-06-2024,24.2,33.2,28,81,62.5,5.7,5,300,2,NW
04-06-2024,25.6,32.6,28.8,74,8888,5.4,4,310,2,SE
05-06-2024,25,34.2,29.1,70,0,2.6,4,80,2,E 
06-06-2024,24.2,32.6,28.9,71,0,8.5,5,340,2,NW
07-06-2024,25,33.7,28.7,72,8888,10.6,6,30,2,S 
